id_cliente;nombre;sexo;fecha_nacimiento;distrito;fecha_alta;segmento_programa
C00128;Emma del Mayoral;F;1986-02-05;Los Olivos;2021-10-28;Oro
C00129;Rico Galiano Galván;M;1970-04-17;Piura;2021-04-12;Bronce
C00130;Chema Benavides Crespi;M;1956-09-02;Ate;2023-09-29;Oro
C00131;Joel Esteban Antúnez Guardiola;M;1971-06-07;La Molina;2022-12-02;Plata
C00132;Andrés Felipe de Lamas;M;1997-06-30;Piura;2024-08-08;Bronce
C00133;Ibán Cardona Gomila;M;1990-03-16;Miraflores;2025-12-30;Plata
C00134;Andrés Felipe Barreda Daza;M;1997-09-29;La Molina;2024-06-15;Bronce
C00135;Édgar Ernesto Saavedra Casanova;M;1980-11-25;Trujillo;2023-01-09;Plata
C00136;Elena Vall;F;1984-10-08;San Isidro;2023-06-09;Oro
C00137;Almudena Vilma Rosales Mora;F;1987-03-12;Huancayo;2021-08-27;Plata
C00138;Nicolás Almansa Leon;M;1986-06-30;Huancayo;2025-04-13;Plata
C00139;Joel Villena Salamanca;M;2004-03-01;No Especificado;2022-06-03;Bronce
C00140;Isaías Maximino Téllez Bou;M;1980-12-20;Huancayo;2023-07-15;Bronce
C00141;Nico Calvo Cuevas;M;1973-09-05;Surco;2024-09-12;Plata
C00142;Natanael Pérez Arco;M;1980-07-03;Surco;2023-01-28;Bronce
C00143;Azahar Quintero Vilar;F;1999-06-05;Arequipa;2021-07-14;Plata
C00144;Joaquina Reyes-Ballester;F;1966-04-14;Cusco;2023-04-23;Plata
C00145;Matías del Aznar;M;1967-02-12;Piura;2024-03-24;Bronce
C00146;Isabel Tormo Carrión;F;1958-01-12;San Isidro;2024-08-17;Plata
C00147;Olimpia Cuadrado Mercader;F;1985-04-03;Chiclayo;2024-03-30;Plata
C00148;Coral Carballo Serrano;F;2005-10-10;Cusco;2024-09-17;Oro
C00149;Josep Manzanares Verdú;M;1993-03-18;Trujillo;2023-07-28;Bronce
C00150;Jovita de Saura;F;1985-12-03;No Especificado;2023-06-01;Bronce
C00151;Liliana Piedad Cerezo Baños;F;1970-11-23;San Isidro;2025-05-31;Bronce
C00152;Evita Vera;F;1970-04-06;Huancayo;2021-07-16;Plata
C00153;Silvio Tovar Comas;M;1979-10-01;Huancayo;2023-11-29;Plata
C00154;Mamen Pi Sarabia;F;2005-01-13;Huancayo;2025-10-21;Bronce
C00155;Lucho Piñol Guillen;M;2001-01-15;Miraflores;2023-07-20;Oro
C00156;Petrona Suárez Piquer;F;1976-09-08;Arequipa;2024-10-16;Oro
C00157;Jose Miguel Arco Cases;M;1982-08-25;San Isidro;2024-06-06;Plata
C00158;Ulises Sacristán Cabo;M;1983-11-17;San Isidro;2023-11-10;Bronce
C00159;Guadalupe Cortes Benavides;F;1980-10-12;Arequipa;2026-04-18;Bronce
C00160;Matilde Puga Bernat;F;2000-10-26;Piura;2025-09-20;Bronce
C00161;Fortunata Moliner-Torrents;F;2001-11-22;Ate;2021-09-14;Plata
C00162;Custodia Madrigal Gordillo;F;1995-05-12;No Especificado;2023-08-30;Black
C00163;Ricardo Cabrera Salcedo;M;1965-07-03;Arequipa;2023-01-01;Oro
C00164;Amalia Morata Barba;F;1971-10-14;No Especificado;2023-05-16;Black
C00165;Donato Requena Escolano;M;1965-05-15;Surco;2021-11-30;Bronce
C00166;Martín Hernando;M;1982-05-29;Trujillo;2024-05-24;Bronce
C00167;Joaquina Izquierdo Segura;F;1969-10-22;Comas;2021-07-28;Plata
C00168;Xiomara del Cruz;F;1960-05-15;Surco;2026-03-06;Oro
C00169;Eutimio Miguel Rodrigo Ibáñez;M;1980-04-14;Chiclayo;2023-01-05;Bronce
C00170;Tamara Tomas;F;1962-01-28;Miraflores;2023-05-28;Plata
C00171;Lucio Marqués Marquez;M;1957-02-09;Huancayo;2025-11-08;Oro
C00172;Eli Aguiló;F;1985-12-16;La Molina;2024-11-25;Plata
C00173;Xavier Valdés Macías;M;1996-12-11;San Isidro;2022-08-29;Plata
C00174;Damián Falcón Iglesia;M;1991-10-10;Cusco;2025-01-27;Bronce
C00175;Maxi Caballero Ariza;F;1972-08-05;San Isidro;2023-12-09;Bronce
C00176;Germán Pío Catalá Bosch;M;2003-10-30;San Isidro;2023-02-19;Plata
C00177;Chucho Font;M;1963-05-28;Comas;2024-03-07;Plata
C00178;Luisa Valls Llamas;F;1999-09-18;Surco;2022-10-16;Bronce
C00179;Samuel del Nevado;M;1998-05-07;Ate;2023-10-31;Plata
C00180;Bibiana Gonzalez Puerta;F;2006-10-29;Huancayo;2025-06-26;Plata
C00181;Apolonia Prat Alcalá;F;1970-04-13;La Molina;2022-02-19;Plata
C00182;Nerea Juárez Piquer;F;1999-04-18;Chiclayo;2026-02-25;Bronce
C00183;Nereida Guillen Soto;F;1957-10-31;Los Olivos;2025-11-16;Bronce
C00184;Fernando Giralt-Barroso;M;1989-07-27;Huancayo;2023-10-24;Plata
C00185;Moreno Real Carnero;M;1963-10-19;Comas;2026-08-03;Oro
C00186;Leire Carmona Cabanillas;F;1968-09-27;Surco;2024-03-03;Plata
C00187;Javi Peláez;M;1991-05-24;La Molina;2025-03-08;Oro
C00188;Hortensia Cortes-Ribera;F;1990-02-08;Trujillo;2025-08-18;Bronce
C00189;Griselda Elisa Aparicio Pellicer;F;1967-10-30;Chiclayo;2023-09-19;Bronce
C00190;Tania Pareja Cabezas;F;2007-07-15;Ate;2023-05-03;Bronce
C00191;Ana Puig Llorente;F;1966-05-27;Trujillo;2022-02-16;Plata
C00192;Artemio de Almazán;M;1959-02-28;Comas;2023-03-03;Bronce
C00193;Roberta Fuertes Bayona;F;1999-05-09;Piura;2024-02-04;Plata
C00194;Concepción Ruth Guijarro Moya;F;1996-10-17;La Molina;2025-05-29;Bronce
C00195;Abril Eliana Coca Castillo;F;1984-08-14;Ate;2025-06-15;Bronce
C00196;Natalio Amigó Catalá;M;1957-04-21;Ate;2025-05-31;Plata
C00197;Macario Morante Alcázar;M;1965-04-08;Callao;2021-10-14;Plata
C00198;Lucila Carballo;F;1995-04-21;Trujillo;2023-11-14;Plata
C00199;José María Canales Sans;M;1982-09-23;Surco;2026-06-03;Plata
C00200;Pascuala Vázquez Mata;F;1980-05-07;Comas;2026-09-04;Bronce
C00201;Jose Querol Roldan;M;1992-03-16;Callao;2023-12-10;Oro
C00202;Angelina de Montserrat;F;1988-02-28;No Especificado;2021-11-07;Plata
C00203;Mateo Morcillo Piquer;M;2008-03-31;La Molina;2024-02-20;Oro
C00204;Ligia del Cabezas;F;1997-10-08;San Miguel;2022-02-02;Bronce
C00205;Palmira Garrido-Ropero;F;1980-01-04;Chiclayo;2022-08-26;Bronce
C00206;Sarita Santana Pujadas;F;1978-02-28;Piura;2021-12-29;Bronce
C00207;Estefanía Jara;F;1975-12-29;Arequipa;2022-12-04;Plata
C00208;Anabel de Blázquez;F;1961-05-18;San Miguel;2022-01-01;Oro
C00209;Santiago Castillo Barreda;M;1987-10-01;Comas;2024-04-16;Bronce
C00210;Nico Carvajal Reig;M;1974-01-12;Los Olivos;2024-10-19;Bronce
C00211;Teófila Aznar;F;2006-11-19;Ate;2024-06-24;Black
C00212;Baldomero Vera Garcia;M;1964-07-29;Huancayo;2023-11-25;Bronce
C00213;Gabino Pedrero Cardona;M;1996-03-08;Surco;2024-08-05;Bronce
C00214;Telmo Amo;M;1988-03-13;Arequipa;2024-10-06;Bronce
C00215;Albina Escribano Llano;F;1993-01-25;Cusco;2023-01-18;Bronce
C00216;Felicia Aguado Escudero;F;2001-10-05;Ate;2024-04-24;Oro
C00217;Andrés Cifuentes;M;1995-01-22;Huancayo;2026-04-23;Oro
C00218;Raúl Garrido Peñalver;M;1978-12-05;Callao;2023-03-16;Bronce
C00219;Esperanza Morata Blazquez;F;2002-06-18;Piura;2022-04-17;Bronce
C00220;Amador Nicolás Bilbao Lladó;M;1979-07-28;Los Olivos;2023-08-12;Bronce
C00221;Isaura Herminia Llano Garriga;F;1995-10-14;Chiclayo;2022-01-02;Bronce
C00222;Bartolomé Luque;M;1991-10-18;Surco;2024-11-06;Bronce
C00223;Natividad Mendez-Arroyo;F;1967-12-31;Surco;2026-05-16;Bronce
C00224;Abraham Fuente Mata;M;2005-07-09;San Miguel;2025-04-20;Bronce
C00225;Ema Mosquera Carretero;F;1956-12-07;San Miguel;2025-03-15;Oro
C00226;Berto Pinto Grau;M;1982-07-17;La Molina;2025-08-17;Plata
C00227;Andrés Felipe Puerta Arnal;M;1979-03-19;Cusco;2023-10-16;Bronce
C00228;Tere Millán Román;F;1986-05-07;Cusco;2025-01-06;Plata
C00229;Ema Cardona;F;1977-08-04;Chiclayo;2026-04-13;Bronce
C00230;Salvador Seguí Paredes;M;1961-02-10;Piura;2025-09-06;Oro
C00231;Isa Pérez Zamora;F;1960-08-14;Comas;2025-10-23;Plata
C00232;Dan Mínguez Diéguez;M;1960-07-02;Chiclayo;2024-08-22;Bronce
C00233;Lina Ferrera-Olmedo;F;1974-10-15;Piura;2026-03-29;Bronce
C00234;Custodia Calderon Coll;F;1969-11-03;Ate;2022-05-19;Oro
C00235;Ricardo Benet Elorza;M;2005-12-29;Los Olivos;2024-08-13;Bronce
C00236;Priscila del Moraleda;F;2001-06-20;Surco;2024-08-12;Bronce
C00237;Isidro Bayo Somoza;M;1979-11-07;Arequipa;2023-07-01;Bronce
C00238;Manolo Barbero Ortiz;M;1982-11-29;Comas;2023-01-20;Bronce
C00239;Alma de Peinado;F;1999-11-10;Surco;2021-11-26;Plata
C00240;Marino Vendrell Planas;M;1980-03-08;Arequipa;2024-03-04;Plata
C00241;Javiera Fabra Montoya;F;1987-12-28;No Especificado;2023-12-29;Oro
C00242;Jafet Calderón Nuñez;M;2007-12-08;No Especificado;2021-10-12;Black
C00243;Alex Huguet Río;M;2008-01-22;Comas;2024-08-02;Bronce
C00244;Cebrián Germán Peralta Luna;M;1976-03-09;Chiclayo;2025-03-05;Bronce
C00245;Amancio Ruperto Nadal Bastida;M;1973-09-03;Huancayo;2024-04-09;Black
C00246;Erasmo Iniesta;M;1994-03-01;Trujillo;2024-03-10;Bronce
C00247;Ulises Carlito Mínguez Bertrán;M;1986-10-31;Huancayo;2022-03-23;Bronce
C00248;Esmeralda Pou Castelló;F;1987-06-22;Cusco;2026-02-21;Bronce
C00249;Lino Peñas Moya;M;1998-10-25;Huancayo;2024-10-28;Black
C00250;Araceli Roda-Verdugo;F;1975-05-06;Ate;2023-04-24;Black
C00251;Clotilde Noguera Torre;F;1966-07-07;San Isidro;2026-06-12;Bronce
C00252;Antonio Marqués Cadenas;M;1982-12-06;Cusco;2024-07-03;Plata
C00253;Alejo Navarro-Castro;M;1987-02-08;Comas;2022-04-15;Bronce
C00254;Selena Daza Río;F;1958-10-21;Piura;2023-04-27;Bronce
C00255;Isidora López Sanchez;F;1968-12-09;Chiclayo;2022-09-14;Plata
C00256;Vito de Pedro;M;1991-10-20;Arequipa;2024-02-05;Oro
C00257;Jerónimo del Piña;M;1982-06-09;Los Olivos;2023-08-03;Bronce
C00258;Salomé Flores Chacón;F;2001-12-04;Piura;2021-10-13;Plata
C00259;Ulises del Calderon;M;1993-09-07;Comas;2024-01-25;Bronce
C00260;Erasmo Blanes Cueto;M;1970-09-18;Miraflores;2025-12-24;Bronce
C00261;Selena Ruiz Bravo;F;2005-09-28;Arequipa;2022-08-15;Plata
C00262;Verónica del Amor;F;1978-07-02;Chiclayo;2023-06-24;Oro
C00263;Custodia Polo Bilbao;F;1976-01-10;Cusco;2021-08-31;Bronce
C00264;Simón Naranjo Coll;M;1963-09-08;Piura;2022-09-12;Bronce
C00265;Obdulia de Somoza;F;1979-09-11;Callao;2021-07-21;Bronce
C00266;Agustina Jaén Garriga;F;1999-12-12;Chiclayo;2024-03-24;Bronce
C00267;Juan Luis Héctor Cantero Maldonado;M;1968-11-20;Comas;2022-02-15;Black
C00268;Hortensia Sebastián Barros;F;1962-04-18;Piura;2025-12-24;Bronce
C00269;Lupe Adriana Villalba Herranz;F;1993-11-22;San Isidro;2022-12-17;Black
C00270;Marino Osorio Hernandez;M;1986-03-16;Callao;2022-06-13;Plata
C00271;Luciana Palomo Bauzà;F;2006-08-02;Ate;2024-03-15;Bronce
C00272;Manola Almagro-Portero;F;2001-10-12;Chiclayo;2021-09-28;Bronce
C00273;Florentina Izaguirre;F;1995-05-23;Los Olivos;2023-04-14;Bronce
C00274;Fabiola Hernando Calleja;F;1996-08-24;La Molina;2025-02-22;Plata
C00275;Benita Arregui Ortuño;F;1984-02-12;Comas;2025-07-12;Oro
C00276;Severo Sobrino Tejero;M;1989-05-18;Comas;2025-07-09;Plata
C00277;Otilia Seco Arco;F;1971-10-16;Los Olivos;2021-09-28;Bronce
C00278;Vicenta Arnaiz Moles;F;2005-01-23;Chiclayo;2024-01-24;Oro
C00279;Juana Isern-Arce;F;1995-09-13;Huancayo;2022-06-20;Plata
C00280;Tomás Asenjo Mármol;M;1970-09-26;Cusco;2025-06-17;Bronce
C00281;Vilma Páez;F;1995-07-03;San Miguel;2025-12-05;Bronce
C00282;Fortunato Estévez;M;1982-05-01;San Miguel;2023-12-23;Bronce
C00283;Eliseo Blanch-Rodriguez;M;1960-08-20;La Molina;2024-06-28;Plata
C00284;Magdalena Marin Montesinos;F;1961-12-11;Cusco;2023-02-21;Bronce
C00285;Ezequiel Salmerón Rojas;M;1965-03-13;Callao;2023-09-17;Plata
C00286;Alfonso del Royo;M;1970-10-22;Arequipa;2026-05-08;Plata
C00287;Angelita Ramis Parra;F;1983-03-18;Surco;2025-03-20;Bronce
C00288;Albino Clavero Ríos;M;1958-05-05;Callao;2021-11-09;Oro
C00289;Fidela Piñol Antúnez;F;1987-12-29;Huancayo;2024-11-13;Bronce
C00290;Gilberto Saldaña Benítez;M;1986-05-16;Comas;2024-02-18;Bronce
C00291;Estefanía Lopez;F;1969-05-07;Miraflores;2022-01-31;Bronce
C00292;Leticia Villaverde Pombo;F;2004-01-12;La Molina;2022-08-02;Bronce
C00293;Ofelia Salmerón Garmendia;F;2008-05-03;Miraflores;2022-07-12;Bronce
C00294;Chus de Cerdá;F;2000-11-15;Miraflores;2023-02-10;Bronce
C00295;Armando del Olivera;M;1993-04-06;Comas;2024-03-26;Bronce
C00296;Violeta Marín Criado;F;1993-07-17;La Molina;2026-02-02;Bronce
C00297;Rosalina Pardo Verdugo;F;1968-03-11;San Miguel;2026-05-17;Oro
C00298;Cándida Uribe Amo;F;1975-04-19;San Isidro;2024-05-05;Bronce
C00299;Rosaura de Boix;F;1959-12-13;Miraflores;2023-06-27;Bronce
C00300;Juan José del Recio;M;1999-05-05;San Miguel;2021-11-21;Oro
C00301;Miguela Benavent Sandoval;F;1980-10-02;La Molina;2024-01-27;Bronce
C00302;Valeria Espada Castelló;F;1979-10-01;San Miguel;2026-01-03;Plata
C00303;Selena Casanova Villegas;F;1964-06-27;Cusco;2022-05-03;Oro
C00304;Olimpia Gomis Oliva;F;2005-10-18;San Miguel;2024-01-30;Bronce
C00305;Teo Bermúdez Iglesia;M;1966-09-27;No Especificado;2026-03-26;Bronce
C00306;Begoña Mateo Bueno;F;1982-08-30;Surco;2022-05-11;Oro
C00307;Calista Carlota Nebot Armengol;F;1999-06-10;Chiclayo;2021-08-31;Bronce
C00308;Miguela Landa Galvez;F;1996-05-30;Surco;2023-07-30;Plata
C00309;Leonor Manjón Matas;F;1981-08-23;San Isidro;2025-06-27;Plata
C00310;Eustaquio Santana;M;1960-04-29;Callao;2021-10-27;Bronce
C00311;Hipólito del Sobrino;M;1967-02-21;Ate;2024-06-07;Bronce
C00312;Tomás Montaña Ojeda;M;2007-04-01;Trujillo;2022-03-03;Oro
C00313;Lola Camino Montaña;F;1969-06-02;La Molina;2022-02-17;Bronce
C00314;Duilio de Caballero;M;1959-03-01;Chiclayo;2026-06-03;Black
C00315;Hortensia Diana Cuesta Morán;F;2005-01-30;Cusco;2025-01-27;Bronce
C00316;Rico Cuervo Valentín;M;2008-04-26;Piura;2023-10-28;Plata
C00317;Leonor Alvarado Bosch;F;2005-05-09;Ate;2024-06-01;Bronce
C00318;Concepción Osorio Atienza;F;1959-02-28;No Especificado;2023-12-18;Bronce
C00319;Eloísa de Campos;F;1978-12-09;Los Olivos;2025-11-13;Bronce
C00320;Roberto Quintana Paz;M;1958-11-19;Miraflores;2021-11-10;Plata
C00321;Cleto Pareja-Malo;M;1960-05-09;Piura;2024-04-01;Oro
C00322;Enrique Carrera-Castells;M;2007-03-26;San Miguel;2023-06-19;Bronce
C00323;Manuela Pavón Cobos;F;1966-11-18;Arequipa;2024-01-12;Bronce
C00324;Almudena Arrieta-Arias;F;1963-08-28;Arequipa;2023-02-03;Black
C00325;Lorenza del Company;F;1988-01-21;Chiclayo;2024-01-24;Black
C00326;Mariano Montalbán Cámara;M;1976-12-17;Miraflores;2024-07-23;Bronce
